Date,Year,Peak Chart Position,Artist - Source Database,Artist - Modified,Title - Source Database,Title - Modified,Genre,Duration,streaming platform,Original Record Label & Catalog No.,Suggested Filename,Search,id
3/25/2000,2000,84,Dave Hollister,Dave Hollister,Can’t Stay,Can't Stay,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",6:17,Spotify,Def Squad Album Cut,Dave Hollister--Can't Stay (2000),https://www.google.com/search?q=%22Dave Hollister%22+%22Can%27t Stay%22&ie=utf-8&oe=utf-8,83
3/25/2000,2000,89,Tamar,Tamar,If You Don’t Wanna Love Me,If You Don't Wanna Love Me,['new jersey rap'],4:02,Spotify,DreamWorks 459040,Tamar--If You Don't Wanna Love Me (2000),https://www.google.com/search?q=%22Tamar%22+%22If You Don%27t Wanna Love Me%22&ie=utf-8&oe=utf-8,84
4/1/2000,2000,1,Enrique Iglesias,Enrique Iglesias,Be With You,Be With You,"['blues rock', 'classic rock', 'motown']",3:36,Spotify,Interscope 490366,Enrique Iglesias--Be With You (2000),https://www.google.com/search?q=%22Enrique Iglesias%22+%22Be With You%22&ie=utf-8&oe=utf-8,85
4/1/2000,2000,20,Westlife,Westlife,Swear It Again,Swear It Again,,4:07,Spotify,Arista 13816,Westlife--Swear It Again (2000),https://www.google.com/search?q=%22Westlife%22+%22Swear It Again%22&ie=utf-8&oe=utf-8,86
4/1/2000,2000,56,Kenny Chesney,Kenny Chesney,What I Need To Do,What I Need to Do,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",4:05,Spotify,BNA Album Cut,Kenny Chesney--What I Need to Do (2000),https://www.google.com/search?q=%22Kenny Chesney%22+%22What I Need to Do%22&ie=utf-8&oe=utf-8,87
4/1/2000,2000,62,Jessica Simpson & Nick Lachey,Jessica Simpson & Nick Lachey,Where You Are,Where You Are,[],3:51,Spotify,Columbia 79391,Jessica Simpson & Nick Lachey--Where You Are (2000),https://www.google.com/search?q=%22Jessica Simpson%22+%22Where You Are%22&ie=utf-8&oe=utf-8,88
4/1/2000,2000,62,M2M,M2M,Mirror Mirror,Mirror Mirror,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",3:19,Spotify,Atlantic 84658,M2M--Mirror Mirror (2000),https://www.google.com/search?q=%22M2M%22+%22Mirror Mirror%22&ie=utf-8&oe=utf-8,89
4/1/2000,2000,81,Trisha Yearwood,Trisha Yearwood,Real Live Woman,Real Live Woman,"['contemporary country', 'country', 'country dawn', 'country road']",3:55,Spotify,MCA Album Cut,Trisha Yearwood--Real Live Woman (2000),https://www.google.com/search?q=%22Trisha Yearwood%22+%22Real Live Woman%22&ie=utf-8&oe=utf-8,90
4/1/2000,2000,92,Anastacia,Anastacia,I’m Outta Love,I'm Outta Love,"['bubblegum pop', 'classic uk pop', 'merseybeat']",4:01,Spotify,Daylight 79343,Anastacia--I'm Outta Love (2000),https://www.google.com/search?q=%22Anastacia%22+%22I%27m Outta Love%22&ie=utf-8&oe=utf-8,91
4/8/2000,2000,3,3 Doors Down,3 Doors Down,Kryptonite,Kryptonite,"['doo-wop', 'rhythm and blues']",3:53,Spotify,Republic Album Cut,3 Doors Down--Kryptonite (2000),https://www.google.com/search?q=%223 Doors Down%22+%22Kryptonite%22&ie=utf-8&oe=utf-8,92
4/8/2000,2000,22,Chad Brock,Chad Brock,Yes!,Yes,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",3:22,Spotify,Warner 16876,Chad Brock--Yes (2000),https://www.google.com/search?q=%22Chad Brock%22+%22Yes%22&ie=utf-8&oe=utf-8,93
4/8/2000,2000,24,Savage Garden,Savage Garden,Crash And Burn,Crash and Burn,[],4:41,Spotify,Columbia Album Cut,Savage Garden--Crash and Burn (2000),https://www.google.com/search?q=%22Savage Garden%22+%22Crash and Burn%22&ie=utf-8&oe=utf-8,94
4/8/2000,2000,26,Son By Four,Son By Four,A Puro Dolor (Purest Of Pain),A Puro Dolor (Purest of Pain),"['canadian pop', 'dance pop']",3:30,Spotify,Sony Discos 83942,Son By Four--A Puro Dolor (Purest of Pain) (2000),https://www.google.com/search?q=%22Son By Four%22+%22A Puro Dolor%22&ie=utf-8&oe=utf-8,95
4/8/2000,2000,27,Alice Deejay,Alice Deejay,Better Off Alone,Better Off Alone,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']",6:50,Spotify,Republic 156798,Alice Deejay--Better Off Alone (2000),https://www.google.com/search?q=%22Alice Deejay%22+%22Better Off Alone%22&ie=utf-8&oe=utf-8,96
4/15/2000,2000,3,Christina Aguilera,Christina Aguilera,I Turn To You,I Turn to You,[],4:00,Spotify,RCA 60251,Christina Aguilera--I Turn to You (2000),https://www.google.com/search?q=%22Christina Aguilera%22+%22I Turn to You%22&ie=utf-8&oe=utf-8,97
4/15/2000,2000,17,504 Boyz,504 Boyz,Wobble Wobble,Wobble Wobble,"['broadway', 'hollywood', 'show tunes']",3:35,Spotify,No Limit 38698,504 Boyz--Wobble Wobble (2000),https://www.google.com/search?q=%22504 Boyz%22+%22Wobble Wobble%22&ie=utf-8&oe=utf-8,98
4/15/2000,2000,38,Vitamin C,Vitamin C,Graduation (Friends Forever),Graduation (Friends Forever),['deep adult standards'],4:23,Spotify,Elektra Album Cut,Vitamin C--Graduation (Friends Forever) (2000),https://www.google.com/search?q=%22Vitamin C%22+%22Graduation%22&ie=utf-8&oe=utf-8,99
4/15/2000,2000,40,Clay Walker,Clay Walker,The Chain Of Love,The Chain of Love,"['outlaw country', 'redneck']",5:03,Spotify,Giant Album Cut,Clay Walker--The Chain of Love (2000),https://www.google.com/search?q=%22Clay Walker%22+%22The Chain of Love%22&ie=utf-8&oe=utf-8,100
4/15/2000,2000,50,Mya Featuring Jadakiss,Mya,The Best Of Me,The Best of Me,[],4:12,Spotify,University Album Cut,Mya--The Best of Me (2000),https://www.google.com/search?q=%22Mya%22+%22The Best of Me%22&ie=utf-8&oe=utf-8,101
4/15/2000,2000,61,LFO,LFO,I Don’t Wanna Kiss You Goodnight,I Don't Wanna Kiss You Goodnight,,5:00,Spotify,Arista 13824,LFO--I Don't Wanna Kiss You Goodnight (2000),https://www.google.com/search?q=%22LFO%22+%22I Don%27t Wanna Kiss You Goodnight%22&ie=utf-8&oe=utf-8,102
4/15/2000,2000,68,Mary J. Blige,Mary J. Blige,Give Me You,Give Me You,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']",5:00,Spotify,MCA 15578,Mary J. Blige--Give Me You (2000),https://www.google.com/search?q=%22Mary J. Blige%22+%22Give Me You%22&ie=utf-8&oe=utf-8,103
4/22/2000,2000,9,Britney Spears,Britney Spears,Oops!.. I Did It Again,Oops.. I Did It Again,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",3:30,Spotify,Jive 42700,Britney Spears--Oops.. I Did It Again (2000),https://www.google.com/search?q=%22Britney Spears%22+%22Oops.. I Did It Again%22&ie=utf-8&oe=utf-8,104
4/22/2000,2000,18,Jay-Z Featuring UGK,Jay-Z,Big Pimpin’,Big Pimpin',"['classic country pop', 'country', 'country rock', 'nashville sound']",3:55,Spotify,Roc-A-Fella 562670,Jay-Z--Big Pimpin' (2000),https://www.google.com/search?q=%22Jay-Z%22+%22Big Pimpin%27%22&ie=utf-8&oe=utf-8,105
4/22/2000,2000,20,Hanson,Hanson,This Time Around,This Time Around,['brill building pop'],4:14,Spotify,Island 562716,Hanson--This Time Around (2000),https://www.google.com/search?q=%22Hanson%22+%22This Time Around%22&ie=utf-8&oe=utf-8,106
4/22/2000,2000,24,Goo Goo Dolls,Goo Goo Dolls,Broadway,Broadway,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",3:54,Spotify,Warner Bros. Album Cut,Goo Goo Dolls--Broadway (2000),https://www.google.com/search?q=%22Goo Goo Dolls%22+%22Broadway%22&ie=utf-8&oe=utf-8,107
4/22/2000,2000,29,Donell Jones,Donell Jones,Where I Wanna Be,Where I Wanna Be,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",6:22,Spotify,Untouchables 24481,Donell Jones--Where I Wanna Be (2000),https://www.google.com/search?q=%22Donell Jones%22+%22Where I Wanna Be%22&ie=utf-8&oe=utf-8,108
4/22/2000,2000,49,Elton John,Elton John,Someday Out Of The Blue,Someday Out of the Blue,"['rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",4:41,Spotify,DreamWorks 59039,Elton John--Someday Out of the Blue (2000),https://www.google.com/search?q=%22Elton John%22+%22Someday Out of the Blue%22&ie=utf-8&oe=utf-8,109
4/22/2000,2000,75,Big Punisher Featuring Donell Jones,Big Punisher,It’s So Hard,It's So Hard,['soft rock'],3:25,Spotify,Loud 79350,Big Punisher--It's So Hard (2000),https://www.google.com/search?q=%22Big Punisher%22+%22It%27s So Hard%22&ie=utf-8&oe=utf-8,110
4/29/2000,2000,1,matchbox twenty,matchbox twenty,Bent,Bent,"['glee club', 'hollywood', 'post-teen pop']",4:12,Spotify,Lava 84704,matchbox twenty--Bent (2000),https://www.google.com/search?q=%22matchbox twenty%22+%22Bent%22&ie=utf-8&oe=utf-8,111
4/29/2000,2000,7,Nelly,Nelly,(Hot S**t) Country Grammar,(Hot S--t) Country Grammar,"['classic country pop', 'country', 'country gospel', 'country rock']",4:17,Spotify,Fo’ Reel 156800,Nelly--(Hot S--t) Country Grammar (2000),https://www.google.com/search?q=%22Nelly%22+%2 Country Grammar%22&ie=utf-8&oe=utf-8,112
4/29/2000,2000,13,BBMak,BBMak,Back Here,Back Here,"['classic soul', 'memphis soul', 'southern soul']",3:35,Spotify,Hollywood 164040,BBMak--Back Here (2000),https://www.google.com/search?q=%22BBMak%22+%22Back Here%22&ie=utf-8&oe=utf-8,113
4/29/2000,2000,23,Avant,Avant,Separated,Separated,"['canadian pop', 'dance pop']",4:13,Spotify,Magic Johnson 155725,Avant--Separated (2000),https://www.google.com/search?q=%22Avant%22+%22Separated%22&ie=utf-8&oe=utf-8,114
4/29/2000,2000,50,Eric Heatherly,Eric Heatherly,Flowers On The Wall,Flowers on the Wall,"['bubblegum pop', 'country rock']",3:16,Spotify,Mercury 170128,Eric Heatherly--Flowers on the Wall (2000),https://www.google.com/search?q=%22Eric Heatherly%22+%22Flowers on the Wall%22&ie=utf-8&oe=utf-8,115
4/29/2000,2000,65,Trace Adkins,Trace Adkins,More,More,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']",3:05,Spotify,Capitol Album Cut,Trace Adkins--More (2000),https://www.google.com/search?q=%22Trace Adkins%22+%22More%22&ie=utf-8&oe=utf-8,116
4/29/2000,2000,74,Yankee Grey,Yankee Grey,Another Nine Minutes,Another Nine Minutes,['classic soul'],3:10,Spotify,Monument Album Cut,Yankee Grey--Another Nine Minutes (2000),https://www.google.com/search?q=%22Yankee Grey%22+%22Another Nine Minutes%22&ie=utf-8&oe=utf-8,117
5/6/2000,2000,1,N’Sync,N'Sync,It’s Gonna Be Me,It's Gonna Be Me,['disco'],3:10,Spotify,Jive 42664,N'Sync--It's Gonna Be Me (2000),https://www.google.com/search?q=%22N%27Sync%22+%22It%27s Gonna Be Me%22&ie=utf-8&oe=utf-8,118
5/6/2000,2000,4,Eminem,Eminem,The Real Slim Shady,The Real Slim Shady,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",4:42,Spotify,Aftermath 497334,Eminem--The Real Slim Shady (2000),https://www.google.com/search?q=%22Eminem%22+%22The Real Slim Shady%22&ie=utf-8&oe=utf-8,119
5/6/2000,2000,6,Nine Days,Nine Days,Absolutely (Story Of A Girl),Absolutely (Story of a Girl),"['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",3:09,Spotify,550 Music Album Cut,Nine Days--Absolutely (Story of a Girl) (2000),https://www.google.com/search?q=%22Nine Days%22+%22Absolutely%22&ie=utf-8&oe=utf-8,120
5/6/2000,2000,11,Jagged Edge,Jagged Edge,Let’s Get Married,Let's Get Married,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",4:23,Spotify,So So Def 79437,Jagged Edge--Let's Get Married (2000),https://www.google.com/search?q=%22Jagged Edge%22+%22Let%27s Get Married%22&ie=utf-8&oe=utf-8,121
5/6/2000,2000,38,Rascal Flatts,Rascal Flatts,Prayin’ For Daylight,Prayin' for Daylight,"['classic canadian rock', 'mellow gold', 'soft rock', 'yacht rock']",3:36,Spotify,Lyric Street 164039,Rascal Flatts--Prayin' for Daylight (2000),https://www.google.com/search?q=%22Rascal Flatts%22+%22Prayin%27 for Daylight%22&ie=utf-8&oe=utf-8,122
5/13/2000,2000,1,Creed,Creed,With Arms Wide Open,With Arms Wide Open,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'urban contemporary']",3:52,Spotify,Wind-Up 18004,Creed--With Arms Wide Open (2000),https://www.google.com/search?q=%22Creed%22+%22With Arms Wide Open%22&ie=utf-8&oe=utf-8,123
5/13/2000,2000,3,Destiny’s Child,Destiny's Child,Jumpin’ Jumpin’,Jumpin' Jumpin',"['brill building pop', 'doo-wop', 'rhythm and blues']",3:48,Spotify,Columbia 79446,Destiny's Child--Jumpin' Jumpin' (2000),https://www.google.com/search?q=%22Destiny%27s Child%22+%22Jumpin%27 Jumpin%27%22&ie=utf-8&oe=utf-8,124
5/13/2000,2000,14,Lee Ann Womack & Sons Of The Desert,Lee Ann Womack & Sons of The Desert,I Hope You Dance,I Hope You Dance,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",4:00,Spotify,MCA 172185,Lee Ann Womack & Sons of The Desert--I Hope You Dance (2000),https://www.google.com/search?q=%22Lee Ann Womack%22+%22I Hope You Dance%22&ie=utf-8&oe=utf-8,125
5/13/2000,2000,17,Sting Featuring Cheb Mami,Sting,Desert Rose,Desert Rose,['modern country rock'],3:52,Spotify,A&M 497321,Sting--Desert Rose (2000),https://www.google.com/search?q=%22Sting%22+%22Desert Rose%22&ie=utf-8&oe=utf-8,126
5/13/2000,2000,49,Pearl Jam,Pearl Jam,Nothing As It Seems,Nothing As It Seems,[],5:20,Spotify,Epic 79416,Pearl Jam--Nothing As It Seems (2000),https://www.google.com/search?q=%22Pearl Jam%22+%22Nothing As It Seems%22&ie=utf-8&oe=utf-8,127
5/13/2000,2000,51,Reba McEntire,Reba McEntire,I’ll Be,I'll Be,['hollywood'],4:23,Spotify,MCA Album Cut,Reba McEntire--I'll Be (2000),https://www.google.com/search?q=%22Reba McEntire%22+%22I%27ll Be%22&ie=utf-8&oe=utf-8,128
5/13/2000,2000,58,Tim McGraw,Tim McGraw,Some Things Never Change,Some Things Never Change,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock']",3:56,Spotify,Curb Album Cut,Tim McGraw--Some Things Never Change (2000),https://www.google.com/search?q=%22Tim McGraw%22+%22Some Things Never Change%22&ie=utf-8&oe=utf-8,129
5/13/2000,2000,76,Metallica,Metallica,I Disappear,I Disappear,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'synthpop']",4:26,Spotify,Hollywood Album Cut,Metallica--I Disappear (2000),https://www.google.com/search?q=%22Metallica%22+%22I Disappear%22&ie=utf-8&oe=utf-8,130
5/13/2000,2000,85,Brad Paisley,Brad Paisley,Me Neither,Me Neither,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",3:19,Spotify,Arista Nashville Album Cut,Brad Paisley--Me Neither (2000),https://www.google.com/search?q=%22Brad Paisley%22+%22Me Neither%22&ie=utf-8&oe=utf-8,131
5/13/2000,2000,91,Kelly Price & Friends,Kelly Price & Friends,Love Sets You Free,Love Sets You Free,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",3:46,Spotify,Def Soul 562683,Kelly Price & Friends--Love Sets You Free (2000),https://www.google.com/search?q=%22Kelly Price%22+%22Love Sets You Free%22&ie=utf-8&oe=utf-8,132
5/20/2000,2000,36,Lucy Pearl,Lucy Pearl,Dance Tonight,Dance Tonight,"['dance pop', 'funk', 'hip pop', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",3:45,Spotify,Pookie Album Cut,Lucy Pearl--Dance Tonight (2000),https://www.google.com/search?q=%22Lucy Pearl%22+%22Dance Tonight%22&ie=utf-8&oe=utf-8,133
5/20/2000,2000,77,Before Dark,Before Dark,Monica,Monica,"['jazz organ', 'rhythm and blues', 'soul jazz']",4:04,Spotify,RCA 65999,Before Dark--Monica (2000),https://www.google.com/search?q=%22Before Dark%22+%22Monica%22&ie=utf-8&oe=utf-8,134
5/20/2000,2000,83,"Trick Daddy Featuring Duece Poppito, Trina & Co",Trick Daddy,Shut Up,Shut Up,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",4:17,Spotify,Slip-N-Slide 84664,Trick Daddy--Shut Up (2000),https://www.google.com/search?q=%22Trick Daddy%22+%22Shut Up%22&ie=utf-8&oe=utf-8,135
5/27/2000,2000,7,Next,Next,Wifey,Wifey,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",4:03,Spotify,Arista 13881,Next--Wifey (2000),https://www.google.com/search?q=%22Next%22+%22Wifey%22&ie=utf-8&oe=utf-8,136
5/27/2000,2000,11,LeAnn Rimes,LeAnn Rimes,I Need You,I Need You,"['adult standards', 'bubblegum pop', 'country rock', 'disco', 'mellow gold', 'soft rock']",3:42,Spotify,Capitol 58863,LeAnn Rimes--I Need You (2000),https://www.google.com/search?q=%22LeAnn Rimes%22+%22I Need You%22&ie=utf-8&oe=utf-8,137
5/27/2000,2000,23,Dr. Dre Featuring Snoop Dogg,Dr. Dre,The Next Episode,The Next Episode,[],2:38,Spotify,Aftermath 497333,Dr. Dre--The Next Episode (2000),https://www.google.com/search?q=%22Dr. Dre%22+%22The Next Episode%22&ie=utf-8&oe=utf-8,138
5/27/2000,2000,30,"Backstreet Boys, The",Backstreet Boys,The One,The One,"['adult standards', 'easy listening', 'exotica', 'lounge']",3:46,Spotify,Jive Album Cut,Backstreet Boys--The One (2000),https://www.google.com/search?q=%22Backstreet Boys%22+%22The One%22&ie=utf-8&oe=utf-8,139
6/3/2000,2000,26,Da Brat Featuring Tyrese,Da Brat,What’Chu Like,What'Chu Like,[],3:57,Spotify,So So Def 79330,Da Brat--What'Chu Like (2000),https://www.google.com/search?q=%22Da Brat%22+%22What%27Chu Like%22&ie=utf-8&oe=utf-8,140
6/3/2000,2000,89,Nu Flavor,Nu Flavor,3 Little Words,3 Little Words,"['adult standards', 'rock-and-roll', 'rockabilly']",3:54,Spotify,Reprise 16868,Nu Flavor--3 Little Words (2000),https://www.google.com/search?q=%22Nu Flavor%22+%223 Little Words%22&ie=utf-8&oe=utf-8,141
6/10/2000,2000,30,Lonestar,Lonestar,What About Now,What About Now,,3:30,Spotify,BNA Album Cut,Lonestar--What About Now (2000),https://www.google.com/search?q=%22Lonestar%22+%22What About Now%22&ie=utf-8&oe=utf-8,142
6/10/2000,2000,32,Lara Fabian,Lara Fabian,I Will Love Again,I Will Love Again,[],3:43,Spotify,Columbia 79375,Lara Fabian--I Will Love Again (2000),https://www.google.com/search?q=%22Lara Fabian%22+%22I Will Love Again%22&ie=utf-8&oe=utf-8,143
6/10/2000,2000,47,Ideal Featuring Lil’ Mo,Ideal,Whatever,Whatever,[],3:48,Spotify,Virgin 38713,Ideal--Whatever (2000),https://www.google.com/search?q=%22Ideal%22+%22Whatever%22&ie=utf-8&oe=utf-8,144
6/10/2000,2000,55,Brooks & Dunn,Brooks & Dunn,You’ll Always Be Loved By Me,You'll Always Be Loved by Me,"['deep adult standards', 'doo-wop']",2:58,Spotify,Arista 13198,Brooks & Dunn--You'll Always Be Loved by Me (2000),https://www.google.com/search?q=%22Brooks%22+%22You%27ll Always Be Loved by Me%22&ie=utf-8&oe=utf-8,145
6/10/2000,2000,62,Splender,Splender,I Think God Can Explain,I Think God Can Explain,,3:55,Spotify,Columbia Album Cut,Splender--I Think God Can Explain (2000),https://www.google.com/search?q=%22Splender%22+%22I Think God Can Explain%22&ie=utf-8&oe=utf-8,146
6/10/2000,2000,77,Gloria Estefan,Gloria Estefan & Miami Sound Machine,No Me Dejes De Querer,No Me Dejes De Querer,"['funk', 'funk rock', 'p funk', 'psychedelic rock', 'soul']",3:25,Spotify,Epic Album Cut,Gloria Estefan & Miami Sound Machine--No Me Dejes De Querer (2000),https://www.google.com/search?q=%22Gloria Estefan%22+%22No Me Dejes De Querer%22&ie=utf-8&oe=utf-8,147
6/17/2000,2000,1,Janet,Janet,Doesn’t Really Matter,Doesn't Really Matter,,4:17,Spotify,Def Jam 562846,Janet--Doesn't Really Matter (2000),https://www.google.com/search?q=%22Janet%22+%22Doesn%27t Really Matter%22&ie=utf-8&oe=utf-8,148
6/17/2000,2000,24,Mandy Moore,Mandy Moore,I Wanna Be With You,I Wanna Be With You,"['contemporary country', 'country', 'country dawn', 'country road']",4:12,Spotify,550 Music Soundtrack Cut,Mandy Moore--I Wanna Be With You (2000),https://www.google.com/search?q=%22Mandy Moore%22+%22I Wanna Be With You%22&ie=utf-8&oe=utf-8,149
6/17/2000,2000,38,Billy Gilman,Billy Gilman,One Voice,One Voice,['cosmic american'],4:07,Spotify,Epic 79396,Billy Gilman--One Voice (2000),https://www.google.com/search?q=%22Billy Gilman%22+%22One Voice%22&ie=utf-8&oe=utf-8,150
6/17/2000,2000,52,Whitney Houston & Enrique Iglesias,Whitney Houston & Enrique Iglesias,Could I Have This Kiss Forever,Could I Have This Kiss Forever,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",3:54,Spotify,Arista 3852,Whitney Houston & Enrique Iglesias--Could I Have This Kiss Forever (2000),https://www.google.com/search?q=%22Whitney Houston%22+%22Could I Have This Kiss Forever%22&ie=utf-8&oe=utf-8,151
6/17/2000,2000,70,Whitney Houston & Deborah Cox,Whitney Houston & Deborah Cox,"Same Script, Different Cast","Same Script, Different Cast",[],4:45,Spotify,Arista 13860,"Whitney Houston & Deborah Cox--Same Script, Different Cast (2000)",https://www.google.com/search?q=%22Whitney Houston%22+%22Same Script%2C Different Cast%22&ie=utf-8&oe=utf-8,152
